id,bg,en,lat,type,level,topic,,,,
bg_01358,уличен стълб,lamp post,ulichen stŭlb,MEDIUM,16/10 NEW,Travel,,,,
bg_01359,движение (alt),traffic,dvizhenie,MEDIUM,16/10 NEW,Travel,,,,
bg_01360,разследва/-м,investigate (e.g. a crime),razsledva/-m,MEDIUM,16/10 NEW,none,,,,
bg_01361,разследване,investigatiion,razsledvane,MEDIUM,16/10 NEW,none,,,,
bg_01362,пешеходец/-дци,pedestrian,peshekhodets/-dtsi,MEDIUM,16/10 NEW,Travel,,,,
bg_01363,"блъска/-м, блъсне/-а някого",run over  x2 tenses,"blŭska/-m, blŭsne/-a nyakogo",VERB,16/10 NEW,Travel,,,,
bg_01364,слушател/-и,listener,slushatel/-i,MEDIUM,16/10 NEW,People,,,,
bg_01365,слух x2,sense of hearing; rumour,slukh x2,SHORT,16/10 NEW,Body,,,,
bg_01366,стана ясно,it became clear,stana yasno,SHORT PHRASE,16/10 NEW,none,,,,
bg_01367,играч/-и,player,igrach/-i,SHORT,16/10 NEW,Leisure,,,,
bg_01368,съществува/-м,exist,sŭshtestvuva/-m,VERB,16/10 NEW,none,,,,
bg_01369,надпревара x2,"race, competition",nadprevara x2,MEDIUM,16/10 NEW,Leisure,,,,
bg_01370,"произвежда/-м, произведе/-а",produce  x2 tenses,"proizvezhda/-m, proizvezhda/-a",VERB,16/10 NEW,Commerce,,,,
bg_01371,производител/-и,producer,proizvoditel/-i,MEDIUM,16/10 NEW,Commerce,,,,
bg_01372,производство,production,proizvodstvo,MEDIUM,16/10 NEW,Commerce,,,,
bg_01373,управлява/-м x2,manage; operate,upravlenie/-m x2,VERB,16/10 NEW,Commerce,,,,
bg_01374,през годините,over the years,prez godinite,MEDIUM PHRASE,16/10 NEW,Date/Time,,,,
bg_01375,следва/-м,follow,sledva/-m,VERB,16/10 NEW,none,,,,
bg_01376,"уверява/-м, увери/-я + ce",assure; се – make sure,"uveryava/-m, uveri/-ya + ce",VERB,16/10 NEW,none,,,,
bg_01377,Какво следва?,What's next?,Kakvo sledva?,MEDIUM PHRASE,16/10 NEW,Date/Time,,,,
bg_01378,регулаторен орган x2,regulatory body/authority,regulatoren organ x2,MEDIUM PHRASE,16/10 NEW,Society,,,,
bg_01379,труден/-дна/-дно/-дни x2,"hard, difficult",truden/-dna/-dno/-dni x2,ADJECTIVE,16/10 NEW,none,,,,
bg_01380,латински букви,latin letters,latinski bukvi,MEDIUM PHRASE,16/10 NEW,Grammar,,,,
bg_01381,толкова думи за същото нещо,so many words for the same thing,tolkova dumi za sŭshtoto neshto,MEDIUM PHRASE,16/10 NEW,Grammar,,,,
bg_01382,"произнася/-м, произнесе/-а",pronounce  x2 tenses,"proiznasya/-m, proiznasya/-a",VERB,16/10 NEW,none,,,,
bg_01383,заповед,an order,zapoved,MEDIUM,16/10 NEW,Commerce,,,,
bg_01384,буден,awake,buden,SHORT,16/10 NEW,People,,,,
bg_01385,благотворителност.,charity.,blagotvoritelnost.,LONG,16/10 NEW,Society,,,,
bg_01386,Ръководството не се беше намесвало в споровете им преди.,Management hadn't interfered in their disputes before.,Rŭkovodstvoto ne se beshe namesvalo v sporovete im predi.,LONG PHRASE,16/10 NEW,Commerce,,,,
bg_01387,растение,a plant,rastenie,SHORT,07/12 NEW,Living Nature,,,,
bg_01388,край морето,along the sea,kraĭ moreto,SHORT PHRASE,07/12 NEW,Work,,,,
bg_01389,полза/-и,benefit,polza/-i,SHORT,07/12 NEW,none,,,,
bg_01390,видя ли,did you see,vidyakh li,VERB,07/12 NEW,none,,,,
bg_01391,редактиране,editing,redaktirane,VERB,07/12 NEW,none,,,,
bg_01392,растеж,growth,rastezh,SHORT,07/12 NEW,none,,,,
bg_01393,забавлява/-м се,have fun,zabavlyava/-m se,VERB,07/12 NEW,Leisure,,,,
bg_01394,надява/-м се,hope,nadyava/-m se,VERB,07/12 NEW,none,,,,
bg_01395,ледена пързалка,ice rink,ledena pŭrzalka,MEDIUM PHRASE,07/12 NEW,Leisure,,,,
bg_01396,"събаря/-м, събори/-я",knock down,"sŭbarya/-m, sŭbori/-ya",VERB,07/12 NEW,none,,,,
bg_01397,съборен/-а/-о/-и,knocked down,sŭboren/-a/-o/-i,SHORT,07/12 NEW,none,,,,
bg_01398,мести/-я (се),move,mesta/-ya (se),VERB,07/12 NEW,Human environment,,,,
bg_01399,"нанася/-м се, нанесе/-а се",move in,"nanasya/-m se, nanese/-a se",VERB,07/12 NEW,Human environment,,,,
bg_01400,Сега ми е скучно.,Now I am bored. (не 'скучно съм'),Sega mi e skuchno.,MEDIUM PHRASE,07/12 NEW,none,,,,
bg_01401,"изпреварва/-м, изпревари/-я",overtake  x2 tenses,"izprevarva/-m, izprevari/-ya",VERB,07/12 NEW,Travel,,,,
bg_01402,предишен/-шна/-шно/-шни ,previous adj - x4,predishen/-shna/-shno/-shni x 4 pril,ADJECTIVE,07/12 NEW,Date/Time,,,,
bg_01403,наскоро x 2,"recently, not long ago",skoro kh 2,SHORT,07/12 NEW,Date/Time,,,,
bg_01404,провинцията,the areas outside the capital of a country,provintsiyata,MEDIUM,07/12 NEW,Human environment,,,,
bg_01405,предишния(т) доклад,the previous report,predishniya(t) doklad,MEDIUM PHRASE,07/12 NEW,none,,,,
bg_01406,"наводнява/-м, наводни/-я (се)",to flood  x2 tenses,"navodnyava/-m, navodni/-ya (se)",VERB,07/12 NEW,Weather,,,,
bg_01407,"отбелязва/-м, отбележи/-а",to mark  x2 tenses,"otbelyazva/-m, otbelyazva/-a",VERB,07/12 NEW,none,,,,
bg_01408,пенсионира/-м се,to retire,pensionira/-m se,VERB,07/12 NEW,Work,,,,
bg_01409,"потъва/-м, потъне/-а",to sink  x2 tenses,"potŭva/-m, potŭne/-a",VERB,07/12 NEW,Travel,,,,
bg_01410,разнообразие,variety,raznoobrazie,MEDIUM,07/12 NEW,none,,,,
bg_01411,"сѐло, села",̀ village/s,"sèlo, sela",SHORT,07/12 NEW,Human environment,,,,
bg_01412,"за последно,  за последен път",for the last time x 2,"za posleden, za posleden pŭt x 2",LONG PHRASE,07/12 NEW,Date/Time,,,,
bg_01413,"коледен базар, коледния(т) базар","Christmas market, the Christmas market","koleden bazar, koledniya(t) bazar",LONG PHRASE,07/12 NEW,Leisure,,,,
bg_01414,"ООН, о о не",UN,"OON, o o ne",SHORT,07/12 NEW,Human environment,,,,
bg_01415,Организация на обединените нации,United Nations,Organizatsiya na obedinenite natsii,LONG PHRASE,07/12 NEW,Human environment,,,,
bg_01416,Спа ли добре?,Did you sleep well?,Spa li dobre?,SHORT PHRASE,07/12 NEW,none,,,,
bg_01417,Не съм уморен. (не 'уморено'),I'm not tired. ,Ne sŭm umoren. (ne 'umoreno'),LONG PHRASE,07/12 NEW,none,,,,
bg_01418,"аз видя, ние видим","I saw, we saw","az vidya, nie vidim",VERB,07/12 NEW,none,,,,
bg_01419,Ходихме да видим коледния базар.,We went to see the Christmas market.,Khodikhme da vidim koledniya bazar.,LONG PHRASE,07/12 NEW,Leisure,,,,
bg_01420,никога не купувам (не 'купя'),I never buy ,nikoga ne kupuvam (ne 'kupya'),LONG PHRASE,07/12 NEW,none,,,,
bg_01421,греяно вино,Mulled wine,greyano vino,SHORT PHRASE,07/12 NEW,Food and Drink,,,,
bg_01422,подправки,Spice,podpravki,MEDIUM,07/12 NEW,Food and Drink,,,,
bg_01423,нормалната елха (не 'нормалния'),The normal Christmas tree ,normalnata elkha (ne 'normalnata'),LONG PHRASE,07/12 NEW,Leisure,,,,
bg_01424,Ние не ги видяхме.,We didn't see them.,Nie ne gi vizhdame.,MEDIUM PHRASE,07/12 NEW,none,,,,
bg_01425,една минута (не 'един минут'),One minute ,edna minuta (ne 'edin minuta'),SHORT PHRASE,07/12 NEW,Date/Time,,,,
bg_01426,най-високото място (не 'височното'),The highest place ,naĭ-visokoto myasto (ne 'visochnoto'),MEDIUM PHRASE,07/12 NEW,World,,,,
bg_01427,не помня / не си спомням,I don't remember x 2,ne pomnya / ne si spomnyam,VERB,07/12 NEW,none,,,,
bg_01428,Не помня кои бяха най-големите градове.,I don't remember which were the biggest cities.,Ne pomnya koi byakha naĭ-golemite gradove.,LONG PHRASE,07/12 NEW,none,,,,
bg_01429,Това е изненада / изненадващо за мен.,This is a surprise / surprising to me.,Tova e iznenada / iznenadvashto za men.,LONG PHRASE,07/12 NEW,none,,,,
bg_01430,Езикът е много труден. (не 'трудно'),The language is very difficult. ,Ezikŭt e mnogo truden. (ne 'trudno'),MEDIUM PHRASE,07/12 NEW,Grammar,,,,
bg_01431,Бих искал да живея там. (не 'го живея'),I would like to live there. ,Bikh iskal da zhiveya tam. (ne 'go zhiveya'),MEDIUM PHRASE,07/12 NEW,Human environment,,,,
bg_01432,преди да имам семейство,Before I had a family,predi da imam semeĭstvo,MEDIUM PHRASE,07/12 NEW,Society,,,,
bg_01433,Живял съм в Лондон 8 години. (не 'за 8'),I lived in London for 8 years. ,Zhivyal sŭm v London 8 godini. (ne 'za 8'),LONG PHRASE,07/12 NEW,Human environment,,,,
bg_01434,контрол на ражданията,birth control,kontrol na razhdaniyata,MEDIUM PHRASE,07/12 NEW,People,,,,
bg_01435,религиозен/-зна/-зно/-зни,religious,religiozen/-zna/-zno/-zni,ADJECTIVE,07/12 NEW,Society,,,,
bg_01436,Това е проблем за растежа на населението.,This is a problem for population growth.,Tova e problem za rastezha na naselenieto.,LONG PHRASE,07/12 NEW,Society,,,,
bg_01437,Добре ли се живее в английските села?,Are English villages good places to live?,Dobre li se zhivee v angliĭskite sela?,LONG PHRASE,07/12 NEW,Human environment,,,,
bg_01438,Цените са се понижили.,Prices have gone down.,Tsenite sa se ponizhili.,MEDIUM PHRASE,07/12 NEW,Commerce,,,,
bg_01439,"понижава/-м се, понижи/-а се","is going down, has gone down","ponizhava/-m se, ponizhi/-a se",VERB,07/12 NEW,none,,,,
bg_01440,Истанбул е два пъти по-голям от Лондон.,Istanbul is twice the size of London.,Istanbul e dva pŭti po-golyam ot London.,LONG PHRASE,07/12 NEW,World,,,,
bg_01441,Искам да го посетя пак. (не 'пристигна'),I want to visit it again. ,Iskam da go posetya pak. (ne 'pristigna'),MEDIUM PHRASE,07/12 NEW,Travel,,,,
bg_01442,Всеки град има хубави страни.,Every city has its good sides.,Vseki grad ima khubavi strani (good sides).,LONG PHRASE,07/12 NEW,Human environment,,,,
bg_01443,Селото ми не СЕ е променило много.,My village hasn't changed much.,Seloto mi ne SE e promenilo mnogo.,LONG PHRASE,07/12 NEW,Human environment,,,,
bg_01444,Домът ми не е там. (не 'домашната'),My home isn't there. ,Domŭt mi ne e tam. (ne 'domashnata'),MEDIUM PHRASE,07/12 NEW,Human environment,,,,
bg_01445,уред/-и,appliance,ured/-i,SHORT,13/11 NEW,Mechanical/Technical,,,,
bg_01446,привлича/-м,attract,privlicha/-m,SHORT,13/11 NEW,none,,,,
bg_01447,строеж/-и,building site,stroezh/-i,SHORT,13/11 NEW,Human environment,,,,
bg_01448,променящо се население,changing (i.e. itself) population,promenyashto se naselenie,MEDIUM PHRASE,13/11 NEW,Society,,,,
bg_01449,често срещан/-а/-о/-и,common,chesto sreshtan/-a/-o/-i,SHORT PHRASE,13/11 NEW,none,,,,
bg_01450,постоянно идване и отиване,constant coming and going,postoyanno idvane i otivane,MEDIUM PHRASE,13/11 NEW,Travel,,,,
bg_01451,отдаденост,dedication,otdadenost,MEDIUM,13/11 NEW,none,,,,
bg_01452,гъстонаселен/-а/-о/-и,densely populated,gŭstonaselen/-a/-o/-i,LONG,13/11 NEW,Society,,,,
bg_01453,зависи/-я от,depend on,zavisi/-ya ot,MEDIUM,13/11 NEW,none,,,,
bg_01454,зависимост (f.),dependence,zavisimost (f.),MEDIUM,13/11 NEW,none,,,,
bg_01455,устройство/-а,device,ustroĭstvo/-a,MEDIUM,13/11 NEW,Mechanical/Technical,,,,
bg_01456,траен/трайна/-о/-и x 2,"durable, long-lasting adj x 4",traen/traĭna/-o/-i x 2,ADJECTIVE,13/11 NEW,none,,,,
bg_01457,среда,environment,sreda,SHORT,13/11 NEW,World,,,,
bg_01458,жител/-и x 2,"inhabitant, resident",zhitel/-i kh 2,MEDIUM,13/11 NEW,Society,,,,
bg_01459,взаимодействие,interaction,vzaimodeĭstvie,MEDIUM,13/11 NEW,People,,,,
bg_01460,взаимен/-мна/-мно/-мни,mutual,vzaimen/-mna/-mno/-mni,ADJECTIVE,13/11 NEW,People,,,,
bg_01461,Никой не внимава.,Nobody is careful.,Nikoĭ ne vnimava.,MEDIUM PHRASE,13/11 NEW,People,,,,
bg_01462,справя/-м се със x 2,"overcome, deal with",spravya/-m se sŭs x 2,VERB,13/11 NEW,none,,,,
bg_01463,пренаселен/-а/-о/-и,overpopulated,prenaselen/-a/-o/-i,MEDIUM,13/11 NEW,Society,,,,
bg_01464,учтивост (f.),politeness,uchtivost (zh.),MEDIUM,13/11 NEW,People,,,,
bg_01465,дърпа/-м,pull,dŭrpa/-m,SHORT,13/11 NEW,none,,,,
bg_01466,бута/-м,push,buta/-m,SHORT,13/11 NEW,none,,,,
bg_01467,независимо от,regardless of,nezavisimo ot,MEDIUM,13/11 NEW,none,,,,
bg_01468,"замества/-м, замести/-я x 2","replace, substitute  x2 tenses","zamestva/-m, zamesti/-ya x 2",VERB,13/11 NEW,none,,,,
bg_01469,страна/-и,side,strana/-i,MEDIUM,13/11 NEW,none,,,,
bg_01470,изправя/-м,straighten,izpravya/-m,VERB,13/11 NEW,none,,,,
bg_01471,заобиколен/-а/-о/-и,surrounded,zaobikolen/-a/-o/-i,MEDIUM,13/11 NEW,none,,,,
bg_01472,пот (f.),sweat (noun),gŭrne (f.),MEDIUM,13/11 NEW,Health,,,,
bg_01473,права̀та,the rights,pravàta,SHORT,13/11 NEW,Society,,,,
bg_01474,правила̀та,the rules,pravilàta,MEDIUM,13/11 NEW,Society,,,,
bg_01475,така наречения(т)/ата/ото/ите,the so-called - adj x 4,taka narecheniya(t)/narechenata/narechenoto/narechenite,ADJECTIVE,13/11 NEW,none,,,,
bg_01476,потта,the sweat,potta,SHORT,13/11 NEW,Health,,,,
bg_01477,по грешния начин,the wrong way,po greshniya nachin,MEDIUM PHRASE,13/11 NEW,Travel,,,,
bg_01478,липсва им нещо,they miss something,lipsva im neshto,SHORT PHRASE,13/11 NEW,none,,,,
bg_01479,гъст/-а/-о/-и x 2,"thick, dense",gŭst/-a/-o/-i kh 2,SHORT,13/11 NEW,none,,,,
bg_01480,носи/-я,wear,nosi/-ya,SHORT,13/11 NEW,People,,,,
bg_01481,когато живееш,"when you live, when one lives",kogato zhiveesh,SHORT PHRASE,13/11 NEW,People,,,,
bg_01482,изпотява/-м се - поти/-я се,to sweat x2,izpotyava/-m se - poti/-ya se,VERB,13/11 NEW,Health,,,,
bg_01483,трае/-я - продължава/-м x 2,last - continues x 2,trae/-ya - prodŭlzhava/-m kh 2,VERB,13/11 NEW,none,,,,
bg_01484,слуша/-м - слушах x 2,listen - I listened,slusha/-m - slushakh x 2,VERB,13/11 NEW,none,,,,
bg_01485,гражданство,citizenship,grazhdanstvo,MEDIUM,13/11 NEW,Society,,,,
bg_01486,Културата е важна колкото езика.,Culture is as important as language.,Kulturata e vazhna kolkoto ezika.,LONG PHRASE,13/11 NEW,Society,,,,
bg_01487,интегриран/-а/-о/-и в обществото,integrated into society,integriran/-a/-o/-i v obshtestvoto,LONG PHRASE,13/11 NEW,Society,,,,
bg_01488,интеграция,integration,integratsiya,MEDIUM,13/11 NEW,Society,,,,
bg_01489,чувство/-а,feeling,chuvstvo/-a,MEDIUM,13/11 NEW,People,,,,
bg_01490,Нямам силни чувства по темата.,I don't have strong feelings on the subject.,Nyamam silni chuvstva po temata.,LONG PHRASE,13/11 NEW,none,,,,
bg_01491,по отношение на,regarding,po otnoshenie na,SHORT PHRASE,13/11 NEW,none,,,,
bg_01492,Светът се променя.,The world is changing.,Svetŭt se promenya.,MEDIUM PHRASE,13/11 NEW,World,,,,
bg_01493,изпотяване / потене,sweating x 2,izpotyavane / potene,VERB,13/11 NEW,Health,,,,
bg_01494,цифров/-а/-о/-и = дигитален/-лна/-лно/-лни,digital x 2,tsifrov/-a/-o/-i = digitalen/-lna/-lno/-lni,ADJECTIVE,13/11 NEW,Mechanical/Technical,,,,
bg_01495,учтив/-а/-о/-и = любезен/-зна/-зно/-зни,polite x 2,uchtiv/-a/-o/-i = lyubezen/-zna/-zno/-zni (uchtiv),ADJECTIVE,13/11 NEW,People,,,,
bg_01496,Фабриките замърсяват околната среда.,Factories pollute the environment,Fabrikite zamŭrsyavat okolnata sreda.,LONG PHRASE,13/11 NEW,Commerce,,,,
bg_01497,"натоварва/-м, натовари/-я (се) x 2","  to strain, put load on   x2 tenses","natovarva/-m, natovari/-ya (se) x 2",VERB,13/11 NEW,none,,,,
bg_01498,съста̀в,composition ,sŭstàv,SHORT,13/11 NEW,none,,,,
bg_01499,обстоя̀телство/-а,circumstance ,obstoyatelstvo/-a,LONG,13/11 NEW,none,,,,
bg_01500,"предизвѝква/-м, предизвѝка/-м x 2",cause; challenge   x2 tenses,"predizvìkva/-m, predizvìka/-m x 2",VERB,13/11 NEW,none,,,,
bg_01501,мирис / миризма̀,a smell (noun) x 2,miris / mirizmà,MEDIUM,13/11 NEW,Living Nature,,,,
bg_01502,петно̀/-а̀,a stain,petnò/-à,MEDIUM,13/11 NEW,none,,,,
bg_01503,гъст/-а/-о/-и,"thick (e.g. of liquid, forest, hair, etc.)",gust/-a/-o/-i,MEDIUM,13/11 NEW,none,,,,
bg_01504,прекомѐрен/-рна/-рно/-рни,excessive - adj x 4,prekomèren/-rna/-rno/-rni,ADJECTIVE,13/11 NEW,none,,,,
bg_01505,гръб / гърба/гърбът,"a back, the back",grŭb / gŭrba/gŭrbŭt,SHORT,13/11 NEW,Health,,,,
bg_01506,"отразява/-м, отрази/-я + се на нещо x 2",reflect on sth; – affect  x2 tenses," otrazyava/-m, otrazi/-ya + se na neshto",VERB,13/11 NEW,none,,,,
bg_01507,преди този доход да стане право на хората,before this income became a right for people, predi tozi dokhod da stane pravo na khorata,LONG PHRASE,13/11 NEW,Society,,,,
bg_01508,в чужбина,abroad,v chuzhbina,SHORT PHRASE,10/12 NEW,Travel,,,,
bg_01509,грозде always singular,grape/s,grozde,SHORT,10/12 NEW,Food and Drink,,,,
bg_01510,и ѝ казах,and I told her,i ì kazakh,SHORT,10/12 NEW,none,,,,
bg_01511,"аз бих могъл, ти би могъл",I/You could (hypothetical),"az bikh mogŭl, ti bi mogŭl",MEDIUM PHRASE,10/12 NEW,Grammar,,,,
bg_01512,лихва,interest,likhva,SHORT,10/12 NEW,Commerce,,,,
bg_01513,Случва се. (не 'случи'),It happens.,Sluchva se. (ne 'sluchi'),SHORT PHRASE,10/12 NEW,none,,,,
bg_01514,повече работни места,more jobs,poveche rabotni mesta,MEDIUM PHRASE,10/12 NEW,Work,,,,
bg_01515,състезание x 2,"race, competition",sŭstezanie x 2,MEDIUM,10/12 NEW,Leisure,,,,
bg_01516,мисли/-я за,think about,misli/-ya za,VERB,10/12 NEW,none,,,,
bg_01517,Това звучи просто.,This sounds simple.,Tova zvuchi prosto.,MEDIUM PHRASE,10/12 NEW,none,,,,
bg_01518,с глупаво харчене,with stupid spending,s glupavo kharchene,MEDIUM PHRASE,10/12 NEW,Commerce,,,,
bg_01519,"бой,  боеве","fight, fights","boĭ, boeve",SHORT,10/12 NEW,Society,,,,
bg_01520,"момче, момчета","boy, boys","momche, momcheta",SHORT,10/12 NEW,People,,,,
bg_01521,същевременно,simultaneously ,sŭshtevremenno,MEDIUM,10/12 NEW,Date/Time,,,,
bg_01522,Икономиката ще СЕ подобри.,The economy will improve.,Ikonomikata shte SE podobri.,MEDIUM PHRASE,10/12 NEW,Commerce,,,,
bg_01523,Ще има повече бизнеси. (не 'бъде'),There will be more businesses. ,Shte ima poveche biznesi. (ne 'bŭde'),MEDIUM PHRASE,10/12 NEW,Commerce,,,,
bg_01524,"развива/-м, развие/-я","develops, develops","razviva/-m, razvie/-ya",VERB,10/12 NEW,none,,,,
bg_01525,Икономиката ще се развие.,The economy will develop.,Ikonomikata shte se razvie.,MEDIUM PHRASE,10/12 NEW,Commerce,,,,
bg_01526,"Хората мислят, че това е нормално. (не 'обикновено')",People think this is normal. ,"Khorata mislyat, che tova e normalno. (ne 'obiknoveno')",MEDIUM PHRASE,10/12 NEW,Society,,,,
bg_01527,по-добър живот (не 'добре'),a better life ,po-dobŭr zhivot (ne 'dobre'),MEDIUM PHRASE,10/12 NEW,Society,,,,
bg_01528,на двайсет и осми декември,on the twenty-eighth of December,na dvaĭset i osmi dekemvri,MEDIUM PHRASE,10/12 NEW,Date/Time,,,,
bg_01529,парИ,money (stress position),parI,SHORT,10/12 NEW,Commerce,,,,
bg_01530,Клоуи спечели състезание (не 'загуби'),Chloe won a competition ,Kloui specheli sŭstezanie (ne 'zagubi'),MEDIUM PHRASE,10/12 NEW,Leisure,,,,
bg_01531,"Губим парите си, като ги харчим за глупости.",We waste our money by spending it on nonsense.,"Gubim parite si, kato gi kharchim za gluposti.",LONG PHRASE,10/12 NEW,Leisure,,,,
bg_01532,Той не можа да отиде.,He couldn't go.,Toĭ ne mozhe da otide.,MEDIUM PHRASE,10/12 NEW,Travel,,,,
bg_01533,Може да се използват за торти.,They can be used for cakes.,Mozhe da se izpolzva za torti.,MEDIUM PHRASE,10/12 NEW,Food and Drink,,,,
bg_01534,Това се прави така.,That's how it's done.,Tova se pravi taka.,MEDIUM PHRASE,10/12 NEW,none,,,,
bg_01535,Тук се живее добре.,People live well here.,Tuk se zhivee dobre.,MEDIUM PHRASE,10/12 NEW,Human environment,,,,
bg_01536,Те могат да се дават на приятели.,They can be given to friends.,Te mogat da se davat na priyateli.,LONG PHRASE,10/12 NEW,none,,,,
bg_01537,безплатна международна търговия,free international trade,bezplatna mezhdunarodna tŭrgoviya,LONG PHRASE,10/12 NEW,Commerce,,,,
bg_01538,малко скъпа къща,a quite expensive house,malko skŭpa kŭshta,MEDIUM PHRASE,10/12 NEW,Human environment,,,,
bg_01539,дванайсет часа и една минута,00:01,dvanaĭset chasa i edna minuta,MEDIUM PHRASE,15/12 NEW,Date/Time,,,,
bg_01540,кандидат/-и,applicant,kandidat/-i,MEDIUM,15/12 NEW,Work,,,,
bg_01541,отнася/-м се за x 2,"apply to, concern",otnasya/-m se za,VERB,15/12 NEW,none,,,,
bg_01542,"изясня̀ва/-м, изяснѝ/-я̀ (не 'изя̀сни')",clarify  x2  tenses,"izyasnyàva/-m, izyasnì/-yà (ne 'izyàsni')",VERB,15/12 NEW,none,,,,
bg_01543,колона/-и,columns,kolona/-i,MEDIUM,15/12 NEW,Human environment,,,,
bg_01544,настоящ/-а/-о/-и,current,nastoyasht/-a/-o/-i,MEDIUM,15/12 NEW,Date/Time,,,,
bg_01545,тире,dash,tire,SHORT,15/12 NEW,Grammar,,,,
bg_01546,един друг x 2,"each other, one another",edin drug,SHORT PHRASE,15/12 NEW,People,,,,
bg_01547,източно време,eastern time,tochno vreme,MEDIUM PHRASE,15/12 NEW,Date/Time,,,,
bg_01548,такса/-и x 2,"fee, charge",taksa/-i,SHORT,15/12 NEW,Commerce,,,,
bg_01549,бърка/-м x 2,"get wrong, mix up",bŭrka/-m x 2,MEDIUM,15/12 NEW,none,,,,
bg_01550,висококвалифициран/-а/-о/-и,highly qualified,visokokvalifitsiran/-a/-o/-i,MEDIUM PHRASE,15/12 NEW,Work,,,,
bg_01551,грешѝ/-а̀,make mistakes,greshì/-à,VERB,15/12 NEW,none,,,,
bg_01552,кара/-м някого да прави нещо,make someone do something,kara/-m nyakogo da pravi neshto,MEDIUM PHRASE,15/12 NEW,none,,,,
bg_01553,"принужда̀ва/-м, прину̀ди/-я x 3","make, force, oblige  x2  tenses","prinuzhdàva/-m, prinùdi/-ya x 3",VERB,15/12 NEW,none,,,,
bg_01554,съобщение x 2,message; announcement,sŭobshtenie x 2,MEDIUM,15/12 NEW,Communication,,,,
bg_01555,притежава/-м x 2,"own, have  x2  tenses",pritezhava/-m,VERB,15/12 NEW,Commerce,,,,
bg_01556,точно,precisely,tochno,SHORT,15/12 NEW,none,,,,
bg_01557,относно,regarding,otnosno,SHORT,15/12 NEW,none,,,,
bg_01558,"споделя/-м, сподели/-я",share  x2  tenses,"spodelya/-m, spodeli/-ya",VERB,15/12 NEW,none,,,,
bg_01559,говори/-я за (не 'от'),talk about,govori/-ya za (ne 'ot'),VERB,15/12 NEW,Communication,,,,
bg_01560,данък/-ци,tax,danŭk/-tsi,SHORT,15/12 NEW,Commerce,,,,
bg_01561,Белия(т) дом,the White House,Beliya(t) dom,SHORT PHRASE,15/12 NEW,World,,,,
bg_01562,капе/-я x 2,to drip; (of hair) fall out,kape/-ya kh 2,VERB,15/12 NEW,none,,,,
bg_01563,"качва/-м, качи/-а",upload  x2  tenses,"kachva/-m, kachi/-a",VERB,15/12 NEW,Mechanical/Technical,,,,
bg_01564,притежатели на виза,visa holders,pritezhateli na viza,MEDIUM PHRASE,15/12 NEW,People,,,,
bg_01565,разбрахме се да,we agreed to,razbrakhme se da,VERB,15/12 NEW,none,,,,
bg_01566,мобилния(т) ти (телефон),your mobile,mobilniya(t) ti (telefon),SHORT PHRASE,15/12 NEW,Communication,,,,
bg_01567,"кал (f.),  коледна кал x 2","mud, Christmas mud","kal (f.), koledna kal x 2",SHORT PHRASE,15/12 NEW,World,,,,
bg_01568,глупави неща (не 'глупачни'),stupid things ,glupavi neshta (ne 'glupachni'),SHORT PHRASE,15/12 NEW,none,,,,
bg_01569,глупав/-а/-о/-и,stupid,glupav/-a/-o/-i,SHORT,15/12 NEW,none,,,,
bg_01570,Добра практика е.,It's good practice.,Dobra praktika e.,MEDIUM PHRASE,15/12 NEW,none,,,,
bg_01571,Все още не са отговорили.,They haven't answered yet.,Vsichko oshte ne sa otgovorili.,MEDIUM PHRASE,15/12 NEW,Communication,,,,
bg_01572,никога не ми казват (не 'кажат'),they never tell me ,nikoga ne mi kazvat (ne 'kazhat'),MEDIUM PHRASE,15/12 NEW,none,,,,
bg_01573,английски с Бени,English with Benny,angliĭski s Beni,MEDIUM PHRASE,15/12 NEW,Education,,,,
bg_01574,трябва да я намеря (не 'намерям'),I have to find her ,tryabva da ya namerya (ne 'nameryam'),MEDIUM PHRASE,15/12 NEW,none,,,,
bg_01575,гледат се един друг,They look at each other,gledat se edin drug,MEDIUM PHRASE,15/12 NEW,none,,,,
bg_01576,Приложението все още не е готово.,The app isn't ready yet.,Prilozhenieto vse oshte ne e gotovo.,MEDIUM PHRASE,15/12 NEW,Mechanical/Technical,,,,
bg_01577,Може ли да споделя екрана ми?,Can I share my screen?,Mozhe li da spodelya ekrana mi?,MEDIUM PHRASE,15/12 NEW,Mechanical/Technical,,,,
bg_01578,"неща, които винаги греша / бъркам",Things I always get wrong / confused,"neshta, koito vinagi gresha / bŭrkam",MEDIUM PHRASE,15/12 NEW,none,,,,
bg_01579,когато отговорих НА въпросите,When I answered  the questions,kogato otgovorite NA vŭprosite,MEDIUM PHRASE,15/12 NEW,Education,,,,
bg_01580,Косата ми капе.,My hair is falling out.,Kosata mi kape.,MEDIUM PHRASE,15/12 NEW,none,,,,
bg_01581,Косата ми капеше. (минало несвършено),My hair was falling out. (past imperfect),Kosata mi kapeshe. (minalo nesvŭrsheno),MEDIUM PHRASE,15/12 NEW,none,,,,
bg_01582,Косата му капела. (reportive),His hair was falling out. (reportive),Kosata mu kapela. (reportazh),MEDIUM PHRASE,15/12 NEW,none,,,,
bg_01583,на деветнайсети септември (не 'деветнайсет'),on the nineteenth of September ,na devyatnaĭseti septemvri (ne 'devetnaĭset'),MEDIUM PHRASE,15/12 NEW,Date/Time,,,,
